  -4.9999999999999998E-008   4.2486496462512739E-018
  -4.9899899899899901E-008   5.6061252608693248E-018
  -4.9799799799799797E-008   7.3932155531129935E-018
  -4.9699699699699701E-008   9.7445689598069046E-018
  -4.9599599599599597E-008   1.2836617245101787E-017
  -4.9499499499499500E-008   1.6900410131103713E-017
  -4.9399399399399397E-008   2.2238351466525358E-017
  -4.9299299299299300E-008   2.9246010337708245E-017
  -4.9199199199199197E-008   3.8440529585822854E-017
  -4.9099099099099100E-008   5.0497605928328845E-017
  -4.8998998998998996E-008   6.6299600146189310E-017
  -4.8898898898898899E-008   8.6998091022936589E-017
  -4.8798798798798796E-008   1.1409516235242530E-016
  -4.8698698698698699E-008   1.4954897194313611E-016
  -4.8598598598598596E-008   1.9591077683023611E-016
  -4.8498498498498499E-008   2.5650268477168870E-016
  -4.8398398398398395E-008   3.3564810319402551E-016
  -4.8298298298298298E-008   4.3897033576583312E-016
  -4.8198198198198195E-008   5.7377925508936351E-016
  -4.8098098098098098E-008   7.4957174121242947E-016
  -4.7997997997997995E-008   9.7867898287197468E-016
  -4.7897897897897898E-008   1.2771032561735059E-015
  -4.7797797797797794E-008   1.6655990178796254E-015
  -4.7697697697697698E-008   2.1710688368509468E-015
  -4.7597597597597594E-008   2.8283648071260523E-015
  -4.7497497497497497E-008   3.6826118773358903E-015
  -4.7397397397397394E-008   4.7922025724619240E-015
  -4.7297297297297297E-008   6.2326548881296202E-015
  -4.7197197197197193E-008   8.1015792691005025E-015
  -4.7097097097097097E-008   1.0525069807601421E-014
  -4.6996996996996993E-008   1.3665923268675864E-014
  -4.6896896896896896E-008   1.7734202552917901E-014
  -4.6796796796796793E-008   2.3000805457630300E-014
  -4.6696696696696696E-008   2.9814883625868042E-014
  -4.6596596596596593E-008   3.8626191207317152E-014
  -4.6496496496496496E-008   5.0013741732440047E-014
  -4.6396396396396392E-008   6.4722532438070187E-014
  -4.6296296296296295E-008   8.3710579846017293E-014
  -4.6196196196196192E-008   1.0820912672996868E-013
  -4.6096096096096095E-008   1.3979966407251452E-013
  -4.5995995995995992E-008   1.8051240693796078E-013
  -4.5895895895895895E-008   2.3295212689622532E-013
  -4.5795795795795791E-008   3.0045884713470564E-013
  -4.5695695695695695E-008   3.8731293982983540E-013
  -4.5595595595595591E-008   4.9899674244311111E-013
  -4.5495495495495494E-008   6.4252807374435991E-013
  -4.5395395395395391E-008   8.2688516222563217E-013
  -4.5295295295295294E-008   1.0635477266735673E-012
  -4.5195195195195190E-008   1.3671855573560314E-012
  -4.5095095095095094E-008   1.7565342966814292E-012
  -4.4994994994994997E-008   2.2555086629789392E-012
  -4.4894894894894893E-008   2.8946166688509341E-012
  -4.4794794794794790E-008   3.7127551702193146E-012
  -4.4694694694694693E-008   4.7594882393347631E-012
  -4.4594594594594590E-008   6.0979365075864964E-012
  -4.4494494494494493E-008   7.8084391790596067E-012
  -4.4394394394394389E-008   9.9931926355493458E-012
  -4.4294294294294292E-008   1.2782122643425550E-011
  -4.4194194194194196E-008   1.6340313890575242E-011
  -4.4094094094094092E-008   2.0877404375217899E-011
  -4.3993993993993989E-008   2.6659457344359824E-011
  -4.3893893893893892E-008   3.4023955414434901E-011
  -4.3793793793793795E-008   4.3398726907897867E-011
  -4.3693693693693691E-008   5.5325821670609775E-011
  -4.3593593593593588E-008   7.0491613117015168E-011
  -4.3493493493493491E-008   8.9764727960741075E-011
  -4.3393393393393394E-008   1.1424381117781595E-010
  -4.3293293293293291E-008   1.4531764130479031E-010
  -4.3193193193193194E-008   1.8474074516149438E-010
  -4.3093093093093091E-008   2.3472845252075195E-010
  -4.2992992992992994E-008   2.9807631862412739E-010
  -4.2892892892892890E-008   3.7831007352665762E-010
  -4.2792792792792793E-008   4.7987379126143032E-010
  -4.2692692692692690E-008   6.0836588212189445E-010
  -4.2592592592592593E-008   7.7083488882218257E-010
  -4.2492492492492490E-008   9.7615002435129001E-010
  -4.2392392392392386E-008   1.2354650650361270E-009
  -4.2292292292292289E-008   1.5627987785336641E-009
  -4.2192192192192193E-008   1.9757607354587274E-009
  -4.2092092092092089E-008   2.4964583871516676E-009
  -4.1991991991991992E-008   3.1526300139436985E-009
  -4.1891891891891889E-008   3.9790589566872236E-009
  -4.1791791791791792E-008   5.0193379302578130E-009
  -4.1691691691691688E-008   6.3280687857284710E-009
  -4.1591591591591592E-008   7.9736035818148331E-009
  -4.1491491491491488E-008   1.0041458160728405E-008
  -4.1391391391391391E-008   1.2638560722879672E-008
  -4.1291291291291288E-008   1.5898536539563716E-008
  -4.1191191191191184E-008   1.9988277627336456E-008
  -4.1091091091091088E-008   2.5116105010754799E-008
  -4.0990990990990991E-008   3.1541903669284252E-008
  -4.0890890890890887E-008   3.9589699520662854E-008
  -4.0790790790790790E-008   4.9663257657868817E-008
  -4.0690690690690687E-008   6.2265416205051531E-008
  -4.0590590590590590E-008   7.8022036305280184E-008
  -4.0490490490490487E-008   9.7711652884186621E-008
  -4.0390390390390390E-008   1.2230216147722221E-007
  -4.0290290290290286E-008   1.5299618397251530E-007
  -4.0190190190190189E-008   1.9128713329913537E-007
  -4.0090090090090086E-008   2.3902845935250431E-007
  -3.9989989989989989E-008   2.9851912463685877E-007
  -3.9889889889889886E-008   3.7260905115514043E-007
  -3.9789789789789789E-008   4.6482912788791835E-007
  -3.9689689689689685E-008   5.7955140469159206E-007
  -3.9589589589589589E-008   7.2218636481400917E-007
  -3.9489489489489492E-008   8.9942571449700232E-007
  -3.9389389389389388E-008   1.1195410150029897E-006
  -3.9289289289289285E-008   1.3927507834573543E-006
  -3.9189189189189188E-008   1.7316714933127368E-006
  -3.9089089089089091E-008   2.1518713209964689E-006
  -3.8988988988988988E-008   2.6725496430731371E-006
  -3.8888888888888884E-008   3.3173703460756443E-006
  -3.8788788788788787E-008   4.1154831600251422E-006
  -3.8688688688688684E-008   5.1027746972602175E-006
  -3.8588588588588587E-008   6.3233999489648007E-006
  -3.8488488488488484E-008   7.8316559985891391E-006
  -3.8388388388388387E-008   9.6942730590428017E-006
  -3.8288288288288290E-008   1.1993214116830416E-005
  -3.8188188188188186E-008   1.4829094058311261E-005
  -3.8088088088088083E-008   1.8325352867374407E-005
